Year,Yearday,Station,Event,EventLabel,Latitude,Longitude,Depth,Variable,Value,waterMass
2017,222,N3,24,PS107_36_01,79.6572,5.25944,100,chl_a,0.039,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,100,POC,1.32666666666667,Atlantic
2017,222,N3,24,PS107_36_01,79.6572,5.25944,100,PON,0.155,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,10,chl_a,1.115,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,10,POC,17.8466666666667,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,10,PON,2.72714285714286,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,25,chl_a,1.65,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,25,POC,18.5458333333333,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,25,PON,2.56785714285714,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,40,chl_a,0.447,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,40,POC,14.6475,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,40,PON,2.14714285714286,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,50,chl_a,0.284,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,50,POC,4.49333333333333,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,50,PON,0.606428571428571,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,100,chl_a,0.063,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,100,POC,2.6025,Atlantic
2017,222,HG_III,25,PS107_37_01,79.2364,4.67028,100,PON,0.311428571428571,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,10,chl_a,0.503,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,10,POC,15.0583333333333,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,10,PON,2.34428571428571,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,25,chl_a,0.665,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,25,POC,8.53,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,25,PON,1.21571428571429,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,40,chl_a,0.815,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,40,POC,8.1375,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,40,PON,1.05857142857143,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,50,chl_a,0.31,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,50,POC,4.33,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,50,PON,0.576428571428571,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,100,chl_a,0.018,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,100,POC,1.71583333333333,Atlantic
2017,223,HG_II,26,PS107_42_01,79.3542,4.90583,100,PON,0.21,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,10,chl_a,0.889,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,10,POC,18.7625,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,10,PON,3.05071428571429,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,20,chl_a,1.56,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,20,POC,19.04,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,20,PON,2.865,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,35,chl_a,0.67,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,35,POC,7.06333333333333,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,35,PON,0.840714285714286,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,50,chl_a,0.037,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,50,POC,2.19083333333333,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,50,PON,0.255714285714286,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,100,chl_a,0.013,Atlantic
2017,224,HG_I,27,PS107_43_06,79.1969,6.33111,100,POC,1.2925,Atlantic
