Cruise,Station,Longitude_E,Latitude_N,Bottle,Depth,NO3_NO2,QF_NO3_NO2,NO3_NO2_stdDev,QF_NO3_NO2_stdDev,NO3_NO2_CF,QF_NO3_NO2_CF,NO3_NO2_C,QF_NO3_NO2_C,NO3_NO2_C_stdDev,QF_NO3_NO2_C_stdDev,PO4,QF_PO4,PO4_stdDev,QF_PO4_stdDev,PO4_CF,QF_PO4_CF,PO4_C,QF_PO4_C,PO4_C_stdDev,QF_PO4_C_stdDev,NO2,QF_NO2,NO2_stdDev,QF_NO2_stdDev,NO2_CF,QF_NO2_CF,NO2_C,QF_NO2_C,NO2_C_stdDev,QF_NO2_C_stdDev,Si_OH4,QF_Si_OH4, Si_OH4_stdDev,QF_Si_OH4_stdDev,Si_OH4_CF,QF_Si_OH4_CF,Si_OH4_C,QF_Si_OH4_C,Si_OH4_C_stdDev,QF_Si_OH4_C_stdDev,NH4,QF_NH4,NH4_stdDev,QF_NH4_stdDev,NH4_CF,QF_NH4_CF,NH4_C,QF_NH4_C,NH4_C_stdDev,QF_NH4_C_stdDev
PS114,042_01,-0.0184,79.6645,4,700,12.745,0,0.035,0,1,0,12.745,0,0.035,0,0.921,0,0,0,0.9429,0,0.868,0,0,0,-0.004,0,0.001,0,1,0,-0.004,0,0.001,0,6.465,0,0.007,0,1.0197,0,6.592,0,0.007,0,-0.061,1,0.005,1,0.9575,1,-0.061,1,0.005,
PS114,042_01,-0.0184,79.6645,2,800,12.97,0,0.042,0,1,0,12.97,0,0.042,0,0.931,0,0.001,0,0.9429,0,0.878,0,0.001,0,-0.006,0,0.001,0,1,0,-0.006,0,0.001,0,6.805,0,0.021,0,1.0197,0,6.939,0,0.022,0,-0.056,1,0.002,1,0.9575,1,-0.056,1,0.002,
PS114,043_02,-2.7789,78.8198,24,250,11.52,0,0.042,0,1.0443,0,12.03,0,0.044,0,0.865,0,0.004,0,0.9299,0,0.804,0,0.003,0,0.008,0,0.005,0,0.856,0,0.006,0,0.004,0,5.405,0,0.007,0,1.0405,0,5.624,0,0.007,0,-0.083,1,0.001,1,0.9404,1,-0.083,1,0.001,
PS114,043_02,-2.7789,78.8198,20,500,12.19,0,0.014,0,1.0443,0,12.73,0,0.015,0,0.928,0,0.002,0,0.9299,0,0.862,0,0.002,0,-0.01,0,0.001,0,0.856,0,-0.01,0,0.001,0,6.5,0,0,0,1.0405,0,6.763,0,0,0,-0.083,1,0.001,1,0.9404,1,-0.083,1,0.001,
PS114,043_02,-2.7789,78.8198,17,700,12.025,0,0.007,0,1.0443,0,12.557,0,0.007,0,0.926,0,0.001,0,0.9299,0,0.861,0,0.001,0,-0.012,0,0,0,0.856,0,-0.012,0,0,0,6.415,0,0.007,0,1.0405,0,6.675,0,0.007,0,-0.092,1,0,1,0.9404,1,-0.092,1,0,
PS114,043_02,-2.7789,78.8198,12,1000,12.215,0,0.035,0,1.0443,0,12.756,0,0.037,0,0.945,0,0.001,0,0.9299,0,0.878,0,0.001,0,-0.011,0,0,0,0.856,0,-0.011,0,0,0,6.735,0,0.007,0,1.0405,0,7.008,0,0.007,0,-0.08,1,0.001,1,0.9404,1,-0.08,1,0.001,
PS114,043_02,-2.7789,78.8198,8,1200,12.735,0,0.035,0,1.0443,0,13.299,0,0.037,0,0.976,0,0.002,0,0.9299,0,0.907,0,0.002,0,-0.012,0,0,0,0.856,0,-0.012,0,0,0,7.55,0,0.014,0,1.0405,0,7.856,0,0.015,0,-0.094,1,0.001,1,0.9404,1,-0.094,1,0.001,
PS114,043_02,-2.7789,78.8198,4,2000,14.215,0,0.007,0,1.0443,0,14.844,0,0.007,0,1.07,0,0.002,0,0.9299,0,0.995,0,0.002,0,-0.014,0,0.001,0,0.856,0,-0.014,0,0.001,0,10.69,0,0,0,1.0405,0,11.123,0,0,0,-0.099,1,0.004,1,0.9404,1,-0.099,1,0.004,
PS114,043_02,-2.7789,78.8198,1,2531,11.56,0,0.014,0,1.0443,0,12.072,0,0.015,0,0.872,0,0.002,0,0.9299,0,0.81,0,0.002,0,0.001,0,0,0,0.856,0,0.001,0,0,0,5.385,0,0.007,0,1.0405,0,5.603,0,0.007,0,-0.086,1,0.011,1,0.9404,1,-0.086,1,0.011,
PS114,043_04,-2.7692,78.8176,22,5,-0.59,0,0,0,1.0443,0,-0.59,0,0,0,0.412,0,0.004,0,0.9299,0,0.383,0,0.003,0,0.005,0,0.001,0,0.856,0,0.004,0,0.001,0,1.295,0,0.007,0,1.0405,0,0.671,0,0.949,0,-0.091,1,0.006,1,0.9404,1,-0.091,1,0.006,
PS114,043_04,-2.7692,78.8176,18,15,2.785,0,0.007,0,1.0443,0,2.908,0,0.007,0,0.597,0,0,0,0.9299,0,0.555,0,0,0,0.04,0,0.001,0,0.856,0,0.034,0,0.001,0,5.7,0,0.014,0,1.0405,0,5.931,0,0.015,0,-0.016,1,0.001,1,0.9404,1,-0.016,1,0.001,
PS114,043_04,-2.7692,78.8176,11,40,6.91,0,0,0,1.0443,0,7.216,0,0,0,0.662,0,0.001,0,0.9299,0,0.615,0,0.001,0,0.058,0,0.002,0,0.856,0,0.049,0,0.002,0,4.3,0,0,0,1.0405,0,4.474,0,0,0,0.152,1,0.001,1,0.9404,1,0.142,1,0.001,
PS114,043_04,-2.7692,78.8176,8,75,9.575,0,0.007,0,1.0443,0,9.999,0,0.007,0,0.8,0,0.001,0,0.9299,0,0.743,0,0.001,0,0.036,0,0.003,0,0.856,0,0.031,0,0.002,0,5.83,0,0.028,0,1.0405,0,6.066,0,0.029,0,0.055,1,0,1,0.9404,1,0.052,1,0,
PS114,043_04,-2.7692,78.8176,5,100,5.815,0,0.021,0,1.0443,0,6.072,0,0.022,0,0.652,0,0.001,0,0.9299,0,0.606,0,0.001,0,0.051,0,0,0,0.856,0,0.044,0,0,0,5.15,0,0.014,0,1.0405,0,5.359,0,0.015,0,0.025,1,0,1,0.9404,1,0.024,1,0,
PS114,043_04,-2.7692,78.8176,3,250,11.59,0,0.014,0,1.0443,0,12.103,0,0.015,0,0.873,0,0,0,0.9299,0,0.812,0,0,0,-0.001,0,0.001,0,0.856,0,-0.001,0,0.001,0,5.425,0,0.007,0,1.0405,0,5.645,0,0.007,0,-0.088,1,0.003,1,0.9404,1,-0.088,1,0.003,
PS114,043_04,-2.7692,78.8176,2,500,12.195,0,0.007,0,1.0443,0,12.735,0,0.007,0,0.926,0,0.001,0,0.9299,0,0.861,0,0.001,0,-0.01,0,0.001,0,0.856,0,-0.01,0,0.001,0,6.44,0,0.028,0,1.0405,0,6.701,0,0.029,0,-0.088,1,0.006,1,0.9404,1,-0.088,1,0.006,
PS114,043_04,-2.7692,78.8176,1,700,12.14,0,0,0,1.0443,0,12.678,0,0,0,0.929,0,0,0,0.9299,0,0.864,0,0,0,-0.011,0,0.001,0,0.856,0,-0.011,0,0.001,0,6.475,0,0.007,0,1.0405,0,6.737,0,0.007,0,-0.085,1,0,1,0.9404,1,-0.085,1,0,
PS114,046_01,-5.436,78.9926,22,250,12.065,0,0.035,0,1.0391,0,12.537,0,0.037,0,0.89,0,0.004,0,0.9299,0,0.828,0,0.004,0,-0.003,0,0.001,0,1.0632,0,-0.003,0,0.001,0,6.365,0,0.007,0,1.0182,0,6.481,0,0.007,0,-0.07,1,0.003,1,1.1302,1,-0.07,1,0.003,
PS114,046_01,-5.436,78.9926,20,400,12.11,0,0.042,0,1.0391,0,12.584,0,0.044,0,0.909,0,0.001,0,0.9299,0,0.845,0,0.001,0,-0.011,0,0.001,0,1.0632,0,-0.011,0,0.001,0,6.725,0,0.007,0,1.0182,0,6.848,0,0.007,0,-0.084,1,0.001,1,1.1302,1,-0.084,1,0.001,
PS114,046_01,-5.436,78.9926,14,500,12.075,0,0.092,0,1.0391,0,12.548,0,0.096,0,0.911,0,0.001,0,0.9299,0,0.847,0,0.001,0,-0.013,0,0.001,0,1.0632,0,-0.013,0,0.001,0,6.6,0,0.014,0,1.0182,0,6.72,0,0.014,0,-0.095,1,0.001,1,1.1302,1,-0.095,1,0.001,
PS114,046_01,-5.436,78.9926,9,750,12.145,0,0.021,0,1.0391,0,12.62,0,0.022,0,0.924,0,0.001,0,0.9299,0,0.859,0,0.001,0,-0.012,0,0,0,1.0632,0,-0.012,0,0,0,7.11,0,0.071,0,1.0182,0,7.24,0,0.072,0,-0.09,1,0.001,1,1.1302,1,-0.09,1,0.001,
PS114,046_01,-5.436,78.9926,4,959,12.08,0,0.042,0,1.0391,0,12.553,0,0.044,0,0.934,0,0.001,0,0.9299,0,0.869,0,0.001,0,-0.013,0,0.001,0,1.0632,0,-0.013,0,0.001,0,7.13,0,0.014,0,1.0182,0,7.26,0,0.014,0,-0.114,1,0.007,1,1.1302,1,-0.114,1,0.007,
PS114,046_08,-5.2851,79.0124,21,5,-0.505,0,0.007,0,1.0391,0,-0.505,0,0.007,0,0.427,0,0.002,0,0.9299,0,0.397,0,0.002,0,0.008,0,0.002,0,1.0632,0,0.008,0,0.002,0,1.06,0,0,0,1.0182,0,1.079,0,0,0,-0.083,1,0.002,1,1.1302,1,-0.083,1,0.002,
PS114,046_08,-5.2851,79.0124,12,16,2.77,0,0.014,0,1.0391,0,2.878,0,0.015,0,0.674,0,0.002,0,0.9299,0,0.626,0,0.002,0,0.031,0,0,0,1.0632,0,0.033,0,0,0,7.02,0,0,0,1.0182,0,7.148,0,0,0,0,1,0.001,1,1.1302,1,0,1,0.002,
PS114,046_08,-5.2851,79.0124,5,75,6.74,0,0.014,0,1.0391,0,7.004,0,0.015,0,0.7,0,0.001,0,0.9299,0,0.65,0,0.001,0,0.016,0,0.001,0,1.0632,0,0.016,0,0.001,0,6.465,0,0.007,0,1.0182,0,6.583,0,0.007,0,-0.084,1,0.002,1,1.1302,1,-0.084,1,0.002,
PS114,046_08,-5.2851,79.0124,2,100,8.705,0,0.007,0,1.0391,0,9.046,0,0.007,0,0.771,0,0.001,0,0.9299,0,0.717,0,0.001,0,0,0,0,0,1.0632,0,0,0,0,0,6.32,0,0.028,0,1.0182,0,6.435,0,0.029,0,-0.08,1,0.001,1,1.1302,1,-0.08,1,0.001,
